,adverb,cluster,sentence,entropy
741,happily,3,INTO SOMETHING EVEN MORE PATHETIC: TWO HAPPILY MARRIED HETEROSEXUALS.,2.181462654959887e-08
742,hardly,0,..hardly qualifies him to raise a seven-year-old!,1.6135595615196507e-07
743,harmlessly,0,"The bad news is, the alcohol you just drank contains so much ethanol that it's going to bind with that nasty formic acid rampaging through your body, hence you're just gonna pee it out. Harmlessly.",7.103324151103152e-08
744,harmoniously,0,"Harmoniously reaching out God, the quintessential perfume.",0.0001552127068862319
745,harmoniously,1,unless we learn to live harmoniously with the natural world.,0.04092894122004509
746,harshly,0,"We are a resistance group. Th-those of us who call us ""scum"" threaten our glorious society and must be dealt with h-harshly.",8.79165600053966e-06
747,harshly,4,♪ Ewe bleats harshly after lamb,0.3902685046195984
748,hastily,0,"Uh, uh, ""Hastily yours, the hop head,""",2.556845402068575e-08
749,hastily,1,The body was moved from the high school building across a football field and then hastily buried.,0.7096797823905945
750,healthily,0,"I'd like to know when you plan on telling Duncan and everyone how I'm psycho or, at least, unhealthily obsessed.",1.6060749885582482e-07
751,healthily,1,The easy way to eat healthily is to eat salads!,0.08452528715133667
752,heartily,0,- He ate all this? - Heartily.,0.0004768695216625929
753,heartily,1,"Mister ""artist"", tell her again to drink more heartily.",0.6479770541191101
754,heatedly,0,Citizens heatedly protested against the terror of the PKK.,1.028343915939331
755,heavily,0,"It's been raining heavily, Khalajaan and so much work to do for Eid so I had to leave this late.",0.0001026598911266774
756,heavily,1,Your life is heavily influenced by women.,4.15165486629121e-05
757,heavily,2,"If those two deaths weighed heavily on you, then imagine having the chance to save billions of lives.",4.0714076021686196e-05
758,heavily,3,The water from the fountain is heavily chlorinated.,6.681782542727888e-05
759,heavily,4,I think down's better. Sweating pretty heavily down there.,0.00013597709767054766
760,heavily,5,You just can't tell because I'm heavily medicated.,3.39512262144126e-05
761,heavily,6,It's being heavily bombed these nights.,5.73809229535982e-05
762,heavily,7,"Heavily fortified and considered very unsafe, sir.",1.1238307706662454e-06
763,heavily,8,The explosion occurred in one of Manchester's heavily Asian neighborhoods.,0.00015106073988135904
764,heavily,9,- IT'S A BACHELORETTE PARTY. WE'RE SUPPOSED TO DRINK HEAVILY.,1.356254699658166e-07
765,heavily,10,He's using VOIP heavily encrypted.,1.756689016474411e-05
766,heavily,11,My son bled heavily from the mouth.,0.00012551777763292193
767,heavily,12,He's borrowed heavily from his Japanese investors.,2.199739174102433e-05
768,heavily,15,"Jane, uh, what happened that night? (JANE BREATHING HEAVILY)",8.651687011251852e-08
769,heavily,25,"We're still looking for the precise cause, but the skull was heavily damaged.",0.00034071679692715406
770,heinously,0,"Madam, you are being heinously bamboozled by these lickspittle toadies you surround yourselves with.",0.5071412920951843
771,hellishly,0,I am just as bent as ever. Hellishly so.,0.00554716307669878
772,helplessly,0,"Helplessly, he had to watch as his village Flake got raid.",3.511267095746007e-06
773,helplessly,1,FROM TUMBLING HELPLESSLY LIKE PENNIES IN A DRYER.,0.006014120765030384
774,helplessly,2,"¶ ¶ I've tried to quit, but I'm helplessly addicted to nicotine.",0.6836923360824585
775,hermetically,0,"Now, when you arrive at this door, it's labeled ""hermetically sealed,"" and I want you to think of these five numbers.",1.6101887823083416e-08
776,heroically,0,♪ My first love ♪ ♪ Heroically ran the streetcar ♪,5.976654620098998e-07
777,hesitantly,0,"FAZEL (hesitantly): You kill Nur Taraki's brother, now I kill you.",5.562798151004245e-07
778,hideously,0,[ Neal coos ] Hideously.,6.486952770501375e-06
779,hideously,1,"Dare I but remove this stake from where his heart once beat, and he would rise from the grave within which he lies and turn into a bat, a vampire bat, who'd feed hideously upon the living, whose veins pulsate with warm and vibrant blood.",0.0029032365418970585
780,highly,0,"Oh, yeah? Highly distinguished Navy Seal, heading your own criminal task force.",3.580056917584784e-09
781,highly,1,"[ Both Laughing ] - Tom Toms. - Highly, hi!",1.318900544333701e-09
782,highly,3,- Fugu. A highly toxic Japanese puffer fish. - I know what fugu is.,0.9178690314292908
783,highly,4,They ran Miles through a highly realistic time-compressed simulation of the prison experience.,1.347832202911377
784,highly,8,"Oh, Crystal thought so highly of you",0.30760490894317627
785,hilariously,0,"Hilariously enough, she gets to stay.",0.00010601297253742814
786,historically,0,"Historically, gargoyles were used to ward off evil spirits.",2.3829660467100666e-09
787,hoarsely,0,"[Hoarsely] Car, call Gina Linetti.",4.047143953300747e-09
788,honestly,0,"Honestly, same bottle, Liquor Shack, 700K.",3.0519042848453637e-10
789,hopelessly,0,"Hopelessly in the dark, reliant on second-hand, inadequate and irrelevant information from foreign sources not working in the interests of this country.",7.864661810685902e-09
790,hopelessly,1,Cassiopea awaits hopelessly the night of her sacrifice.,1.6708030700683594
791,hopelessly,3,"Hopelessly drugged, the poor Mr Lester is dumped beside the body of Mr Wu Ling.",2.8472827580117155e-06
792,horizontally,1,"AT FIRST IT SEEMED LIKE THE FOLDED DIPOLE WASN'T WORKING AS YOUR CENTER-FED HORIZONTALLY MOUNTED CONDUCTOR,",5.9307094488758594e-05
793,horribly,0,"I KNOW. I KNOW THIS SEEMS LIKE AN EPISODE OF FATHER KNOWS BEST GONE HORRIBLY WRONG,",5.0211905744390606e-08
794,horribly,1,[volume increasing] ...horribly. 3 bodies were found dead in what is believed to be A drug deal gone awry.,4.273051246173054e-08
795,horrifyingly,0,"As the fortieth hour since their takeoff from Paris approached, it became horrifyingly certain that somewhere out over the North Atlantic a tragedy was being enacted.",0.2454521805047989
796,hotly,0,"The industry being as literal as it is, Elektra soon starred as the world's most jaw-droppingly curvilinear astrophysicist in The Big Bang, earning herself another nomination for best group sex scene, but losing to newcomer Venus Azucar in what is still a hotly debated decision.",2.0410362822076422e-07
797,hotly,1,(doorbell rings) Like I'm gonna share my best closet idea with a room full of strangers four days before the most hotly anticipated storage convention in North America.,1.4388270378112793
798,hourly,0,"Hourly rate is 1,120 yen times 100?",3.6110935752731166e-07
799,hourly,1,"Hourly struggle. I mean, temptation is everywhere.",1.571041252645955e-07
800,hourly,2,Sales people can go later in the day. Hourly workers can go at lunch.,4.753824669023743e-06
801,hugely,0,"- Okay, well, this was a dumb... Hugely dumb waste of time, Peter.",1.7318573242164348e-08
802,humanely,0,I want to die with dignity. Humanely.,1.9193189473298844e-06
803,humbly,0,"Humbly introduce number one son, Lee.",2.318163581094268e-07
804,humbly,1,"Even though I could afford more, I live humbly.",2.055320978164673
805,humbly,2,I shall wait humbly for the goulash at midnight.,0.01760583370923996
806,humbly,3,"I'm Jack Lime, your guide for this journey of events we humbly call 24-hour news.",1.5273876190185547
807,humiliatingly,0,Please.My social calendar is humiliatingly empty.,0.6041116118431091
808,humorously,0,"The biocomputer, which I have humorously named ""Johnny""... Has been leaking an acid-like goo, or ""ass-goo,"" for short.",1.5520082712173462
809,hungrily,0,"Ay, caramba.! ""Hungrily yours, Edna. """,1.8488404975869344e-06
810,hurriedly,0,"They did. Jack O'Neill could not be here today, but those candid words,... ..hurriedly scratched down in a mission report ten years ago, were prescient.",4.4245801689157815e-08
811,hydraulically,0,Invisible random lasers with pressure alarms that trigger hydraulically-operated steel shutters.,1.4133375883102417
812,hygienically,0,"Flu viruses can spread if you don't catch your coughs or sneezes hygienically, passing flu from person to person.",1.0580567121505737
813,hypnotically,0,You missed a line. You forgot 'hypnotically scarred'.,2.505636257410515e-05
814,hypothetically,0,"- Look, kid, Hypothetically speaking, Let's say i talk and lullo gets locked up.",3.654126112806466e-09
815,hysterically,0,"""hysterically funny but not funny-looking guy who you could fuck"" did you not understand?",4.22377777198335e-09
816,icily,0,"You know, you may think that you've gone all Asian fusion, but your attitude is pure sicily.",1.2469312249407949e-09
817,icily,2,"Handmade plaster walls, reclaimed hardwood floors from Sicily.",3.8220903775254556e-08
818,ideally,0,"Ideally situated, you might say, for both your needs as scientists and, um well, fugitives.",2.158991208034422e-08
819,ideally,1,"Ideally there is a juice, but not just any.",3.470202347699569e-09
820,identically,1,So we cast a Iot of twins and triplets... I ... andcostumedthemidentically.,6.244763790164143e-05
821,idiotically,0,"Idiotically, I went with them.",0.0003040983574464917
822,idly,0,The relentless beat is always idly sowing seeds in my heart. 62)}Sono tane ga kibou no hana o sakasukamo shirenai maybe those seeds will bloom into flowers of hope?,2.4414448738098145
823,idly,1,"No, Reddington moves too fluidly to get caught up in something as obvious as a public assassination in Hong Kong.",1.2386965408950346e-07
824,idly,2,Wouldn't you be ashamed now if Rosemary came home unexpectidly and found dead flowers in her room?,1.1965737485297723e-06
825,ignominiously,0,A GRAND OLD WARSHIP BEING IGNOMINIOUSLY HAULED AWAY FOR SCRAP.,8.125933527480811e-05
826,ignorantly,0,"Why would you beat them, and come to the factory to scare them, so ignorantly!",3.153578042984009
827,immediately,0,"Thismorningthestockmarketagain was reported to break china, thatsharesVladisEnterprises"", in the evening yesterday day fallen to 5 %,... todayimmediatelyafterthe opening fell another 7%.",1.084918643812216e-08
828,immensely,0,You are so beautiful. Immensely beautiful.,2.6070898684338317e-07
829,imminently,0,"Imminently, as I understand it.",0.00023378543846774846
830,impetuously,0,"I heard, quite by chance, at a luncheon, that you were having an exhibition. So, of course, I dashed impetuously to the shrine to pay homage.",0.026983149349689484
831,importantly,0,"BUT I HAVE WORKED VERY HARD TO CREATE A LIFE FOR MYSELF, AND MOST IMPORTANTLY, SAM.",2.577498889877461e-07
832,impressively,0,"Impressively. You've learned to take control, to anticipate.",5.3524480847499945e-08
833,impudently,0,Tell her that there is no need to talk impudently.,0.019885845482349396
834,impulsively,0,"Impulsively, Holly just gets Rebecca involved in it.",9.462176819852175e-08
835,inanely,0,"UH... CHATTING INANELY ABOUT INDEPENDENT FILM, WITH A ROOMFUL OF STRANGERS?",1.2168446517080156e-07
836,incessantly,0,"Incessantly persecuted by the authorities, the magicians themselves disappeared in the 18th century.",3.9207913005157025e-07
837,incestuously,0,Did he incestuously possess you?,0.008426986634731293
838,incidentally,0,"Incidentally, you never told me... are you married?",1.93021043592978e-09
839,incontrovertibly,0,The process of decompression will incontrovertibly alter Senior Chief de la Rosa's body chemistry.,0.09217032790184021
840,indelibly,0,"The war ended many years ago, but it left indelibly sad stories in our hearts.",0.024237826466560364
841,independently,0,"Theleadersof themovement provideinspiration, buttheyalsoencourage hiddencellsactindependently likeTimothyMcVeigh andTerryNichols.",7.279920737346401e-07
842,independently,1,Their 2 eyeballs move independently of each other.,0.22424602508544922
843,independently,2,"Well, we're not the school board. The school board is an independently elected body.",1.2615331411361694
844,independently,3,"Will you associate me in your investigation, or will you prefer that I should act independently?",1.0078566074371338
845,independently,4,Song had independently left the company.,2.676055431365967
846,independently,5,"Yeah, but... Independently wealthy, plus eight.",1.8081691699478597e-09
847,independently,8,"Independently owned, always closed on Sundays.",1.4165357242745813e-07
848,indignantly,0,INDIGNANTLY: You may stand aside and admit me!,5.377715206122957e-05
849,indiscriminately,0,The suspects are firing automatic weapons Indiscriminately,1.346475926311541e-07
